year,cat_sub,cat_act,step,cut
2017,TUTMK,440,1,Inf
2017,TUTMK,450,1,Inf
2017,TUTMK,USAU,1,Inf
2017,TVELF,120,1,Inf
2017,TVELF,121,1,Inf
2017,TVELF,140,1,Inf
2017,TVELF,142,1,Inf
2017,TVELF,155,1,Inf
2017,TVELF,157,1,Inf
2017,TVELF,160,1,Inf
2017,TVELF,186,1,Inf
2017,TVELF,193,1,Inf
2017,TVELF,STOR,1,Inf
2017,TVELF,SAU,1,Inf
2017,TVELF,HEST,1,Inf
2018,TAKTL,230,1,Inf
2018,TAKTL,CERE,1,Inf
2018,TAKTL,FODD,1,Inf
2018,TAKTL,FRUK,1,Inf
2018,TAKTL,BAER,1,Inf
2018,TAKTL,GRON,1,Inf
2018,TBEIT,411,1,Inf
2018,TBEIT,422,1,Inf
2018,TBEIT,445,1,Inf
2018,TBEIT,487,1,Inf
2018,TBEIT,488,1,Inf
2018,TDMLK,120,1,5
2018,TDMLK,120,2,Inf
2018,TDMLK,121,1,40
2018,TDMLK,121,2,Inf
2018,TDMLK,140,1,27
2018,TDMLK,140,2,Inf
2018,TPROD,120,1,16
2018,TPROD,120,2,25
2018,TPROD,120,3,50
2018,TPROD,120,4,Inf
2018,TPROD,121,1,50
2018,TPROD,121,2,Inf
2018,TPROD,140,1,125
2018,TPROD,140,2,250
2018,TPROD,140,3,Inf
2018,TPROD,142,1,126
2018,TPROD,142,2,Inf
2018,TPROD,155,1,35
2018,TPROD,155,2,Inf
2018,TPROD,157,1,1400
2018,TPROD,157,2,Inf
2018,TPROD,160,1,1
2018,TPROD,160,2,5
2018,TPROD,160,3,Inf
2018,TPROD,471,1,Inf
2018,TPROD,STOR,1,Inf
2018,TPROD,SAU,1,126
2018,TPROD,SAU,2,Inf
2018,TUTMK,410,1,Inf
2018,TUTMK,420,1,Inf
2018,TUTMK,440,1,Inf
2018,TUTMK,450,1,Inf
2018,TUTMK,USAU,1,Inf
2018,TVELF,120,1,Inf
2018,TVELF,121,1,Inf
2018,TVELF,140,1,Inf
2018,TVELF,142,1,Inf
2018,TVELF,155,1,Inf
2018,TVELF,157,1,Inf
2018,TVELF,160,1,Inf
2018,TVELF,186,1,Inf
2018,TVELF,193,1,Inf
2018,TVELF,STOR,1,Inf
2018,TVELF,SAU,1,Inf
2018,TVELF,HEST,1,Inf
